Member_number,itemDescription,itemCost
3181,chicken,7.57
3178,vegetables,3.27
1688,vegetables,3.27
1488,curd,2.47
4975,yogurt,9.51
4697,whole milk,8.15
4742,meat,3.48
2640,vegetables,3.27
2548,citrus fruit,9.12
2825,vegetables,3.27
2592,onions,4.27
3622,bottled beer,3.37
4852,pip fruit,3.52
1839,herbs,6.13
2413,vegetables,3.27
2982,soda,8.04
1981,specialty chocolate,3.61
4440,fruit juice,8.22
3497,pork,5.16
3668,vegetables,3.27
4460,red/blush wine,8.77
1335,coffee,6.13
4303,white bread,2.43
3508,citrus fruit,9.12
1959,vegetables,3.27
3856,chocolate,5.37
3141,whole milk,8.15
4640,pip fruit,3.52
4851,herbs,6.13
3306,sausage,2.65
2193,cheese ,3.89
1156,vegetables,3.27
4596,whole milk,8.15
1245,rolls_buns,8.11
1515,vegetables,3.27
2564,white wine,7.06
4527,tropical fruit,7.28
2487,vegetables,3.27
3420,vegetables,3.27
4442,cream,8.75
3164,pork,5.16
3601,meat,3.48
3176,whole milk,8.15
2568,tropical fruit,7.28
1856,tropical fruit,7.28
3859,nuts/prunes,4.87
1668,female sanitary products,6.72
4499,vegetables,3.27
1753,pickled vegetables,7.36
3829,tropical fruit,7.28
4825,vegetables,3.27
3694,vegetables,3.27
4147,bottled beer,3.37
2196,house keeping products,2.81
2229,rolls_buns,8.11
4724,hamburger meat,8.96
3066,vegetables,3.27
1120,vegetables,3.27
4769,meat,3.48
4711,napkins,5.92
2391,hamburger meat,8.96
1216,onions,4.27
3154,grapes,9.57
3911,dessert,3.75
3111,whole milk,8.15
1385,frozen vegetables,2.17
1158,citrus fruit,9.12
2733,yogurt,9.51
4999,herbs,6.13
2882,vegetables,3.27
2590,dog food,7.6
4249,bottled water,4.69
3012,onions,4.27
1533,vegetables,3.27
1667,onions,4.27
4323,beef,7.07
2087,citrus fruit,9.12
1853,ice cream,8.03
2157,meat,3.48
1136,beef,7.07
2049,whole milk,8.15
3122,chicken,7.57
2245,whole milk,8.15
4746,ham,7.84
4224,tropical fruit,7.28
4219,vegetables,3.27
2641,vegetables,3.27
3173,vegetables,3.27
2191,vegetables,3.27
4212,cream,8.75
1902,butter,7.84
1347,pip fruit,3.52
1578,bottled beer,3.37
1264,curd,2.47
4632,canned beer,9.06
3452,vegetables,3.27
4822,whole milk,8.15
3987,pip fruit,3.52
1672,yogurt,9.51
4864,oil,5.64
3368,eggs,7.61
1283,chicken,7.57
4428,sugar,2.61
2577,dessert,3.75
1973,specialty chocolate,3.61
3284,newspapers,8.56
1905,vegetables,3.27
2226,whole milk,8.15
1932,zwieback,2.81
4506,bottled water,4.69
1843,vegetables,3.27
3973,coffee,6.13
1651,chicken,7.57
3997,bottled beer,3.37
4796,vegetables,3.27
1245,vegetables,3.27
3579,vegetables,3.27
4387,baking powder,6.43
2496,shopping bags,6.96
3590,vegetables,3.27
2890,newspapers,8.56
1401,soda,8.04
3297,meat,3.48
2867,bottled water,4.69
1365,vegetables,3.27
2355,bottled beer,3.37
1170,sparkling wine,5.88
3554,meat,3.48
4171,newspapers,8.56
3963,pork,5.16
3076,butter milk,2.61
1629,ham,7.84
1366,waffles,5.47
3677,rolls_buns,8.11
2844,cream,8.75
4509,soda,8.04
3245,chocolate,8.36
2294,tropical fruit,7.28
1234,vegetables,3.27
3001,chicken,7.57
3587,pastry,6.14
2700,tropical fruit,7.28
3838,red/blush wine,8.77
4045,whole milk,8.15
1858,yogurt,9.51
2280,organic products,6.01
2454,rolls_buns,8.11
4437,hard cheese,3.42
1685,pickled vegetables,7.36
2349,whole milk,8.15
1463,vegetables,3.27
3470,zwieback,2.81
4914,whole milk,8.15
2448,rolls_buns,8.11
3387,whole milk,8.15
3167,hygiene articles,3.76
3175,curd,2.47
2678,rolls_buns,8.11
4627,curd,2.47
1773,pip fruit,3.52
3100,rolls_buns,8.11
3232,vegetables,3.27
3673,butter milk,2.61
4068,tropical fruit,7.28
2340,beef,7.07
1930,soda,8.04
3526,coffee,6.13
1617,dessert,3.75
1028,vegetables,3.27
4440,vegetables,3.27
3554,vegetables,3.27
1632,rolls_buns,8.11
1429,pip fruit,3.52
1225,brown bread,8.2
2509,rolls_buns,8.11
4945,butter,7.84
4342,rolls_buns,8.11
1832,candles,6.16
1518,yogurt,9.51
1512,eggs,7.61
4818,pastry,6.14
4686,whole milk,8.15
4986,vegetables,3.27
2755,fruit juice,8.22
4532,chicken,7.57
2070,pip fruit,3.52
1894,soda,8.04
3473,whole milk,8.15
2140,vegetables,3.27
3286,yogurt,9.51
4729,frozen vegetables,2.17
3204,oil,5.64
1574,cream,8.75
3361,beef,7.07
1776,UHT-milk,7.26
2009,soda,8.04
3479,soda,8.04
2394,whole milk,8.15
1337,bottled water,4.69
3574,eggs,7.61
1727,beef,7.07
1016,bottled beer,3.37
4326,whole milk,8.15
2212,vegetables,3.27
1990,tropical fruit,7.28
3836,vegetables,3.27
4560,vegetables,3.27
1119,whole milk,8.15
1379,prepared dishes,3.73
1658,dish cleaner,5.33
2948,yogurt,9.51
1273,whole milk,8.15
1155,brandy,8.37
1672,brandy,8.37
3841,yogurt,9.51
1683,pip fruit,3.52
1774,vegetables,3.27
4441,prepared dishes,3.73
1929,soda,8.04
1273,pastry,6.14
2920,beef,7.07
2467,yogurt,9.51
2678,dessert,3.75
3423,flower (seeds),2.75
4223,bottled water,4.69
2846,liquor,7.05
4103,whole milk,8.15
4789,curd,2.47
4916,vegetables,3.27
2518,vegetables,3.27
2622,pip fruit,3.52
4321,chocolate,8.36
2050,vegetables,3.27
2146,newspapers,8.56
3938,ham,7.84
1636,bottled beer,3.37
4694,whole milk,8.15
2432,frozen fish,2.22
4937,sausage,2.65
1293,light bulbs,5.36
2883,butter,7.84
2267,frozen vegetables,2.17
3997,herbs,6.13
4792,UHT-milk,7.26
2292,vegetables,3.27
1018,vegetables,3.27
4922,ice cream,8.03
3151,dessert,3.75
2517,UHT-milk,7.26
1499,whole milk,8.15
4993,brown bread,8.2
1606,vegetables,3.27
2918,ham,7.84
1815,bottled water,4.69
4524,butter,7.84
1395,soda,8.04
3456,whole milk,8.15
1597,whole milk,8.15
2315,vegetables,3.27
4095,ham,7.84
3680,whole milk,8.15
2847,white bread,2.43
3426,yogurt,9.51
4750,cream,8.75
1384,specialty chocolate,3.61
3120,yogurt,9.51
1081,butter milk,2.61
1171,onions,4.27
4932,fruit juice,8.22
4189,whole milk,8.15
4455,soda,8.04
2928,vegetables,3.27
4817,whole milk,8.15
4257,herbs,6.13
4254,white wine,7.06
4071,soda,8.04
2109,tropical fruit,7.28
1412,margarine,2.4
4088,whole milk,8.15
4056,vegetables,3.27
4441,soda,8.04
4363,soda,8.04
2107,bottled water,4.69
2941,brown bread,8.2
1497,butter milk,2.61
2211,pastry,6.14
3510,whole milk,8.15
4074,cheese ,3.89
3190,liquor,7.05
2297,shopping bags,6.96
3311,specialty cheese,5.7
3085,grapes,9.57
3693,vegetables,3.27
4859,vegetables,3.27
2125,frozen meals,8.75
2261,vegetables,3.27
3679,grapes,9.57
4165,citrus fruit,9.12
3538,vegetables,3.27
3913,vegetables,3.27
2336,vegetables,3.27
3549,misc. beverages,7.18
4434,mayonnaise,3.73
2854,whole milk,8.15
3413,sausage,2.65
1780,canned fish,6.53
2899,pastry,6.14
2106,vegetables,3.27
3929,yogurt,9.51
3857,tropical fruit,7.28
4459,beverages,6.77
4551,artif. sweetener,2.6
4042,soda,8.04
2599,curd,2.47
1045,onions,4.27
4677,whole milk,8.15
1580,whole milk,8.15
3269,whole milk,8.15
4368,bottled water,4.69
1111,semi-finished bread,3.51
4841,citrus fruit,9.12
3047,whole milk,8.15
4349,citrus fruit,9.12
3580,canned beer,9.06
2370,pastry,6.14
3094,bottled beer,3.37
1146,margarine,2.4
2287,tropical fruit,7.28
3911,salt,9.84
4891,cheese ,3.89
4837,bottled beer,3.37
4464,ice cream,8.03
2940,rolls_buns,8.11
4972,chicken,7.57
4890,tidbits,3.33
4295,butter milk,2.61
2729,vegetables,3.27
1125,citrus fruit,9.12
1850,hamburger meat,8.96
2928,frozen meals,8.75
3717,frozen vegetables,2.17
3809,ham,7.84
3437,berries,4.72
1481,pip fruit,3.52
1050,whole milk,8.15
2918,pork,5.16
4499,tropical fruit,7.28
4117,bottled beer,3.37
1630,tropical fruit,7.28
3715,whole milk,8.15
3512,rolls_buns,8.11
1197,yogurt,9.51
3958,rolls_buns,8.11
4890,condensed milk,2.04
3112,nuts/prunes,4.87
4502,soda,8.04
4719,pip fruit,3.52
1516,oil,5.64
4281,soda,8.04
1566,ketchup,9.81
4641,vegetables,3.27
2561,cream,8.75
2344,yogurt,9.51
2643,whole milk,8.15
3236,rolls_buns,8.11
4863,curd,2.47
2264,tropical fruit,7.28
3168,coffee,6.13
1282,yogurt,9.51
2832,frozen vegetables,2.17
3067,frozen meals,8.75
1847,rolls_buns,8.11
3525,frozen vegetables,2.17
1231,vegetables,3.27
3471,vinegar,6.91
2421,whole milk,8.15
4092,candy,6.53
1577,cheese ,3.89
3463,bottled water,4.69
3518,brown bread,8.2
4325,beef,7.07
4947,chicken,7.57
2194,pip fruit,3.52
2868,hamburger meat,8.96
3211,whole milk,8.15
4537,brown bread,8.2
2243,rolls_buns,8.11
2399,margarine,2.4
4133,yogurt,9.51
2937,chewing gum,3.71
1029,ham,7.84
4384,canned fish,6.53
3756,bottled water,4.69
1646,ham,7.84
3066,vegetables,3.27
1259,vegetables,3.27
2245,shopping bags,6.96
3289,cheese,8.2
3742,hamburger meat,8.96
4537,grapes,9.57
4531,meat,3.48
3764,pork,5.16
1581,onions,4.27
2859,herbs,6.13
2175,sliced cheese,5.66
1301,pip fruit,3.52
3465,soda,8.04
2203,onions,4.27
2113,pork,5.16
3072,citrus fruit,9.12
2805,canned beer,9.06
2511,cat food,6.92
2120,whole milk,8.15
2346,specialty cheese,5.7
2071,whole milk,8.15
2610,shopping bags,6.96
3489,vegetables,3.27
3458,whole milk,8.15
4869,hygiene articles,3.76
2580,chicken,7.57
3305,chocolate,8.36
3811,vegetables,3.27
1782,yogurt,9.51
3050,whole milk,8.15
4924,butter,7.84
1480,soda,8.04
3508,hygiene articles,3.76
2545,frozen dessert,2.79
3638,pip fruit,3.52
3971,bottled beer,3.37
4536,pip fruit,3.52
2707,yogurt,9.51
1382,packaged fruit/vegetables,3.09
4648,instant coffee,7.61
2699,whole milk,8.15
3119,chicken,7.57
4695,canned beer,9.06
4778,coffee,6.13
3451,whole milk,8.15
2221,shopping bags,6.96
4217,liquor,7.05
1334,onions,4.27
2499,frozen meals,8.75
3585,vegetables,3.27
3161,vegetables,3.27
2434,pastry,6.14
4448,tropical fruit,7.28
4597,seasonal products,7.2
4584,tropical fruit,7.28
1606,bottled beer,3.37
3323,sausage,2.65
1308,vegetables,3.27
1331,eggs,7.61
2386,frozen dessert,2.79
3910,photo/film,3.28
4274,whole milk,8.15
3101,brown bread,8.2
4416,whole milk,8.15
2375,butter,7.84
1819,tropical fruit,7.28
3981,dessert,3.75
3553,ham,7.84
3846,eggs,7.61
3037,ham,7.84
3469,brown bread,8.2
1601,vegetables,3.27
4040,berries,4.72
3926,shopping bags,6.96
4201,house keeping products,2.81
4274,processed cheese,9.25
2665,detergent,9.56
3153,vegetables,3.27
2691,eggs,7.61
4022,yogurt,9.51
3716,cake bar,2.62
4537,rolls_buns,8.11
4875,cheese ,3.89
3822,ice cream,8.03
3609,vinegar,6.91
4428,citrus fruit,9.12
3947,packaged fruit/vegetables,3.09
2448,rolls_buns,8.11
2688,canned vegetables,6.22
3764,margarine,2.4
4523,brown bread,8.2
3698,yogurt,9.51
3898,bottled beer,3.37
1761,seasonal products,7.2
2689,whole milk,8.15
1627,pastry,6.14
4629,candy,6.53
2790,vegetables,3.27
4496,bottled water,4.69
1934,napkins,5.92
2513,coffee,6.13
3298,herbs,6.13
4214,vegetables,3.27
2480,whole milk,8.15
4962,yogurt,9.51
3960,chocolate,5.37
2074,chicken,7.57
2625,rolls_buns,8.11
1557,hamburger meat,8.96
2007,photo/film,3.28
2120,pip fruit,3.52
4289,liquor (appetizer),4.24
2356,rolls_buns,8.11
4301,soda,8.04
2950,whole milk,8.15
2263,tropical fruit,7.28
3186,vegetables,3.27
2655,rolls_buns,8.11
1491,citrus fruit,9.12
2069,specialty chocolate,3.61
3012,brown bread,8.2
2681,pastry,6.14
4144,waffles,5.47
3919,vegetables,3.27
2777,herbs,6.13
4119,onions,4.27
3597,whole milk,8.15
2110,eggs,7.61
3523,rolls_buns,8.11
3364,beverages,6.77
3759,whole milk,8.15
4014,citrus fruit,9.12
3140,frozen meals,8.75
2787,rolls_buns,8.11
2525,vegetables,3.27
2555,tropical fruit,7.28
2419,pip fruit,3.52
4257,pastry,6.14
4267,cheese ,3.89
2364,coffee,6.13
4008,pip fruit,3.52
1231,detergent,9.56
1651,vegetables,3.27
1371,beef,7.07
2501,whole milk,8.15
1467,tropical fruit,7.28
1015,whole milk,8.15
4697,whole milk,8.15
2727,frozen meals,8.75
3592,bottled beer,3.37
1279,ham,7.84
1708,onions,4.27
2305,cheese ,3.89
3294,beef,7.07
4147,canned beer,9.06
3850,cheese,3.27
1624,berries,4.72
3023,hamburger meat,8.96
2771,sausage,2.65
1144,whole milk,8.15
3938,pork,5.16
4180,hamburger meat,8.96
1053,pastry,6.14
2671,sugar,2.61
2001,vegetables,3.27
2095,vegetables,3.27
3245,curd,2.47
4878,whole milk,8.15
3489,nuts/prunes,4.87
3300,newspapers,8.56
3090,white bread,2.43
4441,curd,2.47
1242,frozen meals,8.75
1190,vegetables,3.27
1983,hamburger meat,8.96
1872,berries,4.72
4291,pip fruit,3.52
4400,whole milk,8.15
1628,yogurt,9.51
1345,citrus fruit,9.12
2732,vegetables,3.27
3410,curd,2.47
1920,citrus fruit,9.12
3241,grapes,9.57
2962,chocolate,5.37
2492,frozen vegetables,2.17
2416,chocolate,5.37
1538,hamburger meat,8.96
3801,herbs,6.13
3202,tropical fruit,7.28
4471,butter,7.84
4939,vegetables,3.27
2575,chicken,7.57
4419,citrus fruit,9.12
4217,bottled water,4.69
1968,tropical fruit,7.28
3084,margarine,2.4
4807,coffee,6.13
4781,cheese ,3.89
2432,condensed milk,2.04
2951,yogurt,9.51
1452,rolls_buns,8.11
1603,white bread,2.43
4727,whole milk,8.15
4751,soda,8.04
4296,fruit juice,8.22
2555,processed cheese,9.25
1416,vegetables,3.27
1919,soda,8.04
2069,fruit juice,8.22
4509,bottled water,4.69
4864,rolls_buns,8.11
1575,whole milk,8.15
2969,vegetables,3.27
4301,detergent,9.56
3855,whole milk,8.15
3202,newspapers,8.56
2167,soda,8.04
4148,whole milk,8.15
2517,cheese ,3.89
2840,butter,7.84
1212,cat food,6.92
2735,vegetables,3.27
1212,vegetables,3.27
1324,processed cheese,9.25
2431,yogurt,9.51
4526,canned beer,9.06
1662,bottled water,4.69
3802,cream,8.75
2532,sugar,2.61
1316,frozen vegetables,2.17
2304,whole milk,8.15
1955,rolls_buns,8.11
2243,soda,8.04
3859,curd,2.47
3156,berries,4.72
4605,margarine,2.4
1864,whole milk,8.15
4102,soda,8.04
4835,rolls_buns,8.11
1668,curd,2.47
3130,bottled water,4.69
1110,soda,8.04
2240,frozen vegetables,2.17
4647,hard cheese,3.42
3872,frozen vegetables,2.17
3184,onions,4.27
4623,cream,8.75
2111,candles,6.16
3068,yogurt,9.51
4533,citrus fruit,9.12
3926,rolls_buns,8.11
1605,citrus fruit,9.12
4468,brown bread,8.2
2041,grapes,9.57
3835,bottled water,4.69
3601,yogurt,9.51
2307,berries,4.72
1767,rolls_buns,8.11
4251,vegetables,3.27
1365,frozen vegetables,2.17
1665,UHT-milk,7.26
2447,yogurt,9.51
4825,frozen vegetables,2.17
4844,whole milk,8.15
3319,soda,8.04
2536,pastry,6.14
1857,chocolate,5.37
4133,semi-finished bread,3.51
2128,citrus fruit,9.12
1793,rolls_buns,8.11
3445,beverages,6.77
2041,liquor (appetizer),4.24
1178,coffee,6.13
2080,whole milk,8.15
1928,canned beer,9.06
2884,cheese ,3.89
3532,pip fruit,3.52
1892,honey,6.14
2880,onions,4.27
2033,meat spreads,4.11
3176,citrus fruit,9.12
3768,curd,2.47
3404,whole milk,8.15
3891,sugar,2.61
2974,packaged fruit/vegetables,3.09
3831,flour,5.8
1924,dessert,3.75
4182,chewing gum,3.71
1811,bottled water,4.69
1283,frozen vegetables,2.17
2154,whole milk,8.15
4543,chocolate,5.37
4642,shopping bags,6.96
2360,vegetables,3.27
3231,cocoa drinks,8.27
1356,soda,8.04
4895,cereals,5.37
3390,coffee,6.13
4495,waffles,5.47
1202,rolls_buns,8.11
1811,white wine,7.06
4996,tropical fruit,7.28
3291,semi-finished bread,3.51
1878,whole milk,8.15
1483,liquor (appetizer),4.24
4683,vegetables,3.27
4386,pip fruit,3.52
4825,UHT-milk,7.26
2549,liquor (appetizer),4.24
4965,newspapers,8.56
3251,vegetables,3.27
4932,soda,8.04
3986,bottled water,4.69
1616,coffee,6.13
1239,yogurt,9.51
4993,UHT-milk,7.26
2762,beef,7.07
1035,newspapers,8.56
4717,citrus fruit,9.12
4662,rolls_buns,8.11
4267,bottled beer,3.37
3500,tropical fruit,7.28
4866,canned beer,9.06
2492,vegetables,3.27
1044,vegetables,3.27
2070,bottled water,4.69
3761,beverages,6.77
1145,vegetables,3.27
3324,butter,7.84
4455,Instant food products,6.05
3465,vegetables,3.27
3940,semi-finished bread,3.51
4934,curd,2.47
3793,pastry,6.14
2956,bottled water,4.69
3662,rolls_buns,8.11
3755,hygiene articles,3.76
4173,hamburger meat,8.96
3353,bottled water,4.69
2193,soda,8.04
2086,frozen vegetables,2.17
1570,cream,8.75
1233,whole milk,8.15
4647,fruit juice,8.22
3178,yogurt,9.51
2765,tropical fruit,7.28
4221,pet care,4.48
4265,vegetables,3.27
3532,butter,7.84
1967,onions,4.27
3474,berries,4.72
4075,bottled water,4.69
1551,rum,2.25
4609,herbs,6.13
1975,vegetables,3.27
4859,whole milk,8.15
1502,vegetables,3.27
1901,tropical fruit,7.28
4487,onions,4.27
3364,salad dressing,6.05
2537,curd,2.47
4719,yogurt,9.51
2348,pastry,6.14
4294,sauces,6.53
3774,rolls_buns,8.11
2250,whole milk,8.15
3034,vegetables,3.27
1799,vegetables,3.27
1278,vegetables,3.27
2837,yogurt,9.51
3056,vegetables,3.27
2447,vegetables,3.27
1452,chewing gum,3.71
4838,cheese ,3.89
4822,pastry,6.14
2571,tropical fruit,7.28
4310,spices,7.44
2133,brown bread,8.2
3568,bottled beer,3.37
4474,brown bread,8.2
3354,salty snack,8.88
2389,yogurt,9.51
1742,photo/film,3.28
2574,canned beer,9.06
4498,yogurt,9.51
4612,vegetables,3.27
1075,rolls_buns,8.11
1371,cream,8.75
2960,salty snack,8.88
4434,rolls_buns,8.11
1378,hamburger meat,8.96
1615,beverages,6.77
2503,whole milk,8.15
2381,whole milk,8.15
1613,cookware,6.71
1031,cheese ,3.89
3200,specialty chocolate,3.61
1138,butter milk,2.61
4958,butter,7.84
4858,frozen meals,8.75
1616,pip fruit,3.52
1270,cereals,5.37
2347,red/blush wine,8.77
2076,margarine,2.4
3597,curd,2.47
2151,pork,5.16
2940,whole milk,8.15
3475,vegetables,3.27
2715,vegetables,3.27
3644,pastry,6.14
4573,curd,2.47
1649,frozen meals,8.75
4079,whole milk,8.15
1844,salty snack,8.88
1420,rolls_buns,8.11
2879,cream,8.75
2440,frozen meals,8.75
4095,vegetables,3.27
2437,napkins,5.92
1324,condensed milk,2.04
4184,beverages,6.77
4574,pastry,6.14
4881,coffee,6.13
3790,dish cleaner,5.33
2616,whole milk,8.15
1275,hygiene articles,3.76
2131,yogurt,9.51
2509,rolls_buns,8.11
3077,salty snack,8.88
3653,rolls_buns,8.11
2922,onions,4.27
2971,hamburger meat,8.96
1463,specialty bar,6.93
4323,tropical fruit,7.28
2632,coffee,6.13
1481,pip fruit,3.52
1283,cream,8.75
1164,sliced cheese,5.66
4275,bottled water,4.69
2600,cake bar,2.62
2084,vegetables,3.27
1621,canned fruit,6.1
1291,rolls_buns,8.11
3301,cheese ,3.89
2715,male cosmetics,6.11
4150,pastry,6.14
1775,cat food,6.92
2073,whole milk,8.15
1912,bottled water,4.69
4033,vegetables,3.27
4877,bottled water,4.69
2590,hamburger meat,8.96
3982,liquor (appetizer),4.24
2782,vegetables,3.27
2100,vegetables,3.27
1785,bottled water,4.69
3166,hygiene articles,3.76
2251,whole milk,8.15
1528,curd,2.47
2012,cling film/bags,9.35
3309,packaged fruit/vegetables,3.09
1220,waffles,5.47
2165,pastry,6.14
3337,liver loaf,7.54
4058,cheese ,3.89
1000,pickled vegetables,7.36
3357,newspapers,8.56
2222,dental care,2.22
1207,whole milk,8.15
3511,specialty cheese,5.7
2171,curd,2.47
3078,vegetables,3.27
3879,soda,8.04
3472,whole milk,8.15
4519,beef,7.07
3275,napkins,5.92
1763,hard cheese,3.42
4619,UHT-milk,7.26
2955,soda,8.04
2700,canned fish,6.53
2830,salty snack,8.88
4940,coffee,6.13
1311,red/blush wine,8.77
4116,soda,8.04
1476,frozen vegetables,2.17
2918,bottled water,4.69
4121,shopping bags,6.96
1824,bottled beer,3.37
4293,rolls_buns,8.11
4308,cheese,3.76
2998,yogurt,9.51
2874,hygiene articles,3.76
1281,coffee,6.13
3471,hygiene articles,3.76
1936,berries,4.72
4163,prepared dishes,3.73
3369,vegetables,3.27
2335,vegetables,3.27
3957,frozen potato products,7.64
4841,rolls_buns,8.11
2184,beverages,6.77
3118,soda,8.04
4728,chocolate marshmallow,9.5
2527,whole milk,8.15
2926,whole milk,8.15
1773,pip fruit,3.52
1801,newspapers,8.56
1916,yogurt,9.51
2523,curd,2.47
2550,snack products,3.55
1319,frozen meals,8.75
1649,rolls_buns,8.11
2202,newspapers,8.56
2569,yogurt,9.51
2925,herbs,6.13
2293,chocolate,5.37
2190,bottled water,4.69
2234,liquor (appetizer),4.24
4779,vegetables,3.27
3031,whole milk,8.15
4275,salty snack,8.88
2696,curd,2.47
4453,frozen vegetables,2.17
4776,butter,7.84
3471,rolls_buns,8.11
3143,rolls_buns,8.11
4312,whole milk,8.15
3327,prepared dishes,3.73
4344,specialty bar,6.93
1718,red/blush wine,8.77
3041,berries,4.72
4110,brown bread,8.2
2947,tropical fruit,7.28
4280,white wine,7.06
3022,canned fish,6.53
1941,vegetables,3.27
4494,frozen meals,8.75
2749,citrus fruit,9.12
1241,vegetables,3.27
2066,yogurt,9.51
1777,curd,2.47
2178,beef,7.07
4727,vegetables,3.27
3433,red/blush wine,8.77
3035,pastry,6.14
1464,pastry,6.14
4161,tropical fruit,7.28
2654,berries,4.72
2206,herbs,6.13
3950,herbs,6.13
1706,bottled water,4.69
3726,vegetables,3.27
3325,white bread,2.43
3732,oil,5.64
2563,vegetables,3.27
4924,whole milk,8.15
1742,detergent,9.56
4929,grapes,9.57
1092,vegetables,3.27
1907,newspapers,8.56
3540,whole milk,8.15
2990,meat spreads,4.11
4088,yogurt,9.51
2028,vegetables,3.27
3026,eggs,7.61
2209,rolls_buns,8.11
4071,onions,4.27
4393,herbs,6.13
2047,canned beer,9.06
4610,newspapers,8.56
1269,whole milk,8.15
3629,detergent,9.56
1899,butter milk,2.61
1982,butter,7.84
4977,bottled beer,3.37
2399,curd,2.47
2675,rolls_buns,8.11
2760,newspapers,8.56
2058,chocolate marshmallow,9.5
4065,vegetables,3.27
1450,yogurt,9.51
3739,whole milk,8.15
3128,newspapers,8.56
2331,tropical fruit,7.28
2505,cream,8.75
3758,coffee,6.13
3574,margarine,2.4
2563,whole milk,8.15
2128,brown bread,8.2
1230,butter milk,2.61
4373,rolls_buns,8.11
1693,specialty chocolate,3.61
2743,whole milk,8.15
1612,rolls_buns,8.11
1835,jam,7.52
3574,sliced cheese,5.66
4102,artif. sweetener,2.6
1283,onions,4.27
4719,pasta,2.29
4596,bottled water,4.69
1380,yogurt,9.51
1150,fruit juice,8.22
2937,whole milk,8.15
2495,newspapers,8.56
3581,sliced cheese,5.66
3458,butter,7.84
3723,snack products,3.55
2249,bottled water,4.69
1430,vegetables,3.27
3039,whole milk,8.15
3455,vegetables,3.27
1831,whole milk,8.15
4831,pastry,6.14
3816,fruit juice,8.22
2314,yogurt,9.51
2743,pastry,6.14
1538,vegetables,3.27
3604,bottled water,4.69
4734,rolls_buns,8.11
2363,candles,6.16
1484,bottled beer,3.37
1764,vegetables,3.27
3595,bottled beer,3.37
4303,vegetables,3.27
2695,bottled beer,3.37
4538,liquor (appetizer),4.24
1979,herbs,6.13
1148,vegetables,3.27
3443,curd,2.47
3334,soda,8.04
2508,semi-finished bread,3.51
4136,vegetables,3.27
3599,flour,5.8
4540,mustard,2.21
2590,pot plants,9.18
3361,flower (seeds),2.75
2855,soda,8.04
3949,bottled water,4.69
4836,whole milk,8.15
2464,rolls_buns,8.11
1788,pork,5.16
2061,whole milk,8.15
1963,citrus fruit,9.12
1485,packaged fruit/vegetables,3.09
1771,specialty bar,6.93
3758,whole milk,8.15
3180,zwieback,2.81
2406,cream,8.75
2255,packaged fruit/vegetables,3.09
4826,flour,5.8
1737,rolls_buns,8.11
2404,tea,4.39
3467,beef,7.07
3395,margarine,2.4
3405,vegetables,3.27
2718,chewing gum,3.71
2927,citrus fruit,9.12
4137,dessert,3.75
3282,soda,8.04
4567,rolls_buns,8.11
4550,newspapers,8.56
4223,soda,8.04
2363,whole milk,8.15
4806,whole milk,8.15
1153,grapes,9.57
4515,beef,7.07
3200,vegetables,3.27
1012,yogurt,9.51
2585,butter,7.84
2229,cream,8.75
3406,rolls_buns,8.11
2234,beverages,6.77
2549,frozen fish,2.22
3385,frozen vegetables,2.17
1746,bottled water,4.69
4632,whole milk,8.15
1476,UHT-milk,7.26
4738,whole milk,8.15
4235,vegetables,3.27
3574,yogurt,9.51
4614,rolls_buns,8.11
2216,vegetables,3.27
4425,whole milk,8.15
4666,whole milk,8.15
1148,tropical fruit,7.28
2351,rolls_buns,8.11
3543,whole milk,8.15
2955,whole milk,8.15
2257,pip fruit,3.52
2612,tropical fruit,7.28
3488,vegetables,3.27
2021,whole milk,8.15
2186,cream,8.75
1696,rolls_buns,8.11
3309,semi-finished bread,3.51
3092,packaged fruit/vegetables,3.09
4497,vegetables,3.27
1848,frozen vegetables,2.17
2466,vegetables,3.27
4411,curd,2.47
2295,vegetables,3.27
1914,vegetables,3.27
1290,cream,8.75
2293,pip fruit,3.52
4027,cream,8.75
4693,bottled beer,3.37
1056,vegetables,3.27
4221,hamburger meat,8.96
3248,vegetables,3.27
2815,beef,7.07
4207,pet care,4.48
1160,chewing gum,3.71
3868,citrus fruit,9.12
3707,eggs,7.61
2335,tropical fruit,7.28
3432,white bread,2.43
4510,specialty chocolate,3.61
2893,citrus fruit,9.12
4902,whole milk,8.15
3443,coffee,6.13
1864,yogurt,9.51
2071,canned beer,9.06
3092,cream,8.75
2845,processed cheese,9.25
2314,yogurt,9.51
3882,UHT-milk,7.26
4309,salt,9.84
2369,coffee,6.13
1787,frozen meals,8.75
3284,whole milk,8.15
1375,newspapers,8.56
1949,berries,4.72
4805,rolls_buns,8.11
3759,chocolate,8.36
3160,pip fruit,3.52
2764,eggs,7.61
4225,bottled beer,3.37
2719,whole milk,8.15
3856,newspapers,8.56
4079,whole milk,8.15
2455,cheese ,3.89
1582,shopping bags,6.96
1776,margarine,2.4
3096,fruit juice,8.22
3453,frozen vegetables,2.17
2731,grapes,9.57
3899,UHT-milk,7.26
4886,soda,8.04
4455,soda,8.04
2690,whole milk,8.15
2171,butter,7.84
3015,vegetables,3.27
4938,cream,8.75
3449,white bread,2.43
1848,whole milk,8.15
3818,whole milk,8.15
1540,berries,4.72
1424,instant coffee,7.61
